Chr	allele_count	position	PolyPhen
2	1	179635372	probably
2	2	179635400	N/A
2	2	179635400	probably
2	1	179635948	N/A
2	1	179635948	N/A
2	1	179635951	N/A
2	1	179635951	benign
2	2	179635959	N/A
2	2	179635959	possibly
2	1	179635971	N/A
2	1	179635971	benign
2	1	179635972	N/A
2	1	179635972	N/A
2	1	179635973	N/A
2	1	179635973	probably
2	1	179635976	N/A
2	1	179635976	probably
2	1	179635984	N/A
2	1	179635984	N/A
2	72	179635985	N/A
2	72	179635985	probably
2	1	179635987	N/A
2	1	179635987	N/A
2	1	179635992	N/A
2	1	179635992	probably
2	1	179636006	N/A
2	1	179636006	probably
2	1	179636006	N/A
2	1	179636006	N/A
2	1	179636007	N/A
2	1	179636007	benign
2	1	179636009	N/A
2	1	179636009	benign
2	3	179636011	N/A
2	3	179636011	N/A
2	1	179636019	N/A
2	1	179636019	benign
2	1	179636023	N/A
2	1	179636023	N/A
2	1	179636033	N/A
2	1	179636033	probably
2	1	179636042	N/A
2	1	179636042	probably
2	1	179636052	N/A
2	1	179636052	probably
2	1	179636059	N/A
2	1	179636059	possibly
2	1	179636067	N/A
2	1	179636067	benign
2	1	179636072	N/A
2	1	179636072	benign
2	4	179636079	N/A
2	4	179636079	possibly
2	25	179636093	N/A
2	25	179636093	benign
2	1	179636095	N/A
2	1	179636095	N/A
2	16	179636097	N/A
2	16	179636097	N/A
2	3	179636103	N/A
2	3	179636103	benign
2	1	179636104	N/A
2	1	179636104	N/A
2	1	179636108	N/A
2	1	179636108	benign
2	1	179636109	N/A
2	1	179636109	benign
2	1	179636120	N/A
2	1	179636120	probably
2	1	179636133	N/A
2	1	179636133	probably
2	1	179636140	N/A
2	1	179636140	N/A
2	1	179636150	N/A
2	1	179636150	probably
2	1	179636155	N/A
2	1	179636155	N/A
2	4	179636163	N/A
2	4	179636163	probably
2	4	179636164	N/A
2	4	179636164	N/A
2	4	179636164	N/A
2	4	179636164	N/A
2	1	179636170	N/A
2	1	179636170	N/A
2	3	179636173	N/A
2	3	179636173	N/A
2	1	179636190	N/A
2	1	179636190	probably
2	1	179636191	N/A
2	1	179636191	N/A
2	3	179636192	N/A
2	3	179636192	probably
2	2	179636192	N/A
2	2	179636192	probably
2	1	179636197	N/A
2	1	179636197	N/A
2	1	179636197	N/A
2	1	179636197	N/A
2	1	179637835	N/A
2	1	179637835	N/A
2	1	179637835	N/A
2	1	179637856	N/A
2	1	179637856	probably
2	1	179637856	N/A
2	1	179637857	N/A
2	1	179637857	probably
2	1	179637857	N/A
2	8641	179637861	N/A
2	8641	179637861	benign
2	8641	179637861	N/A
2	7	179637874	N/A
2	7	179637874	probably
2	7	179637874	N/A
2	4	179637875	N/A
2	4	179637875	probably
2	4	179637875	N/A
2	3	179637876	N/A
2	3	179637876	N/A
2	3	179637876	N/A
2	1	179637880	N/A
2	1	179637880	probably
2	1	179637880	N/A
2	1	179637884	N/A
2	1	179637884	benign
2	1	179637884	N/A
2	2	179637908	N/A
2	2	179637908	probably
2	2	179637908	N/A
2	1	179637910	N/A
2	1	179637910	benign
2	1	179637910	N/A
2	2	179637912	N/A
2	2	179637912	N/A
2	2	179637912	N/A
2	1	179637922	N/A
2	1	179637922	probably
2	1	179637922	N/A
2	6	179637924	N/A
2	6	179637924	probably
2	6	179637924	N/A
2	3	179637931	N/A
2	3	179637931	possibly
2	3	179637931	N/A
2	42	179637933	N/A
2	42	179637933	possibly
2	42	179637933	N/A
2	3	179637944	N/A
2	3	179637944	possibly
2	3	179637944	N/A
2	138	179637951	N/A
2	138	179637951	possibly
2	138	179637951	N/A
2	6	179637959	N/A
2	6	179637959	benign
2	6	179637959	N/A
2	1	179637966	N/A
2	1	179637966	N/A
2	1	179637966	N/A
2	1	179637975	N/A
2	1	179637975	possibly
2	1	179637975	N/A
2	12	179637980	N/A
2	12	179637980	probably
2	12	179637980	N/A
2	2	179637983	N/A
2	2	179637983	benign
2	2	179637983	N/A
2	1	179637989	N/A
2	1	179637989	probably
2	1	179637989	N/A
2	1	179637999	N/A
2	1	179637999	N/A
2	1	179637999	N/A
2	1	179638003	N/A
2	1	179638003	probably
2	1	179638003	N/A
2	2	179638009	N/A
2	2	179638009	probably
2	2	179638009	N/A
2	1	179638033	N/A
2	1	179638033	probably
2	1	179638033	N/A
2	1	179638038	N/A
2	1	179638038	N/A
2	1	179638038	N/A
2	1	179638058	N/A
2	1	179638058	possibly
2	1	179638058	N/A
2	2	179638063	N/A
2	2	179638063	possibly
2	2	179638063	N/A
2	1	179638063	N/A
2	1	179638063	possibly
2	1	179638063	N/A
2	1	179638067	N/A
2	1	179638067	benign
2	1	179638067	N/A
2	4	179638072	N/A
2	4	179638072	benign
2	4	179638072	N/A
2	6	179638073	N/A
2	6	179638073	possibly
2	6	179638073	N/A
2	1	179638082	N/A
2	1	179638082	N/A
2	1	179638082	N/A
2	2	179638091	N/A
2	2	179638091	benign
2	2	179638091	N/A
2	1	179638204	N/A
2	1	179638204	benign
2	1	179638204	N/A
2	4	179638227	N/A
2	4	179638227	possibly
2	4	179638227	N/A
2	11096	179638238	N/A
2	11096	179638238	N/A
2	11096	179638238	N/A
2	1	179638243	N/A
2	1	179638243	possibly
2	1	179638243	N/A
2	1	179638243	N/A
2	1	179638243	possibly
2	1	179638243	N/A
2	1	179638246	N/A
2	1	179638246	probably
2	1	179638246	N/A
2	3	179638249	N/A
2	3	179638249	probably
2	3	179638249	N/A
2	28	179638253	N/A
2	28	179638253	N/A
2	28	179638253	N/A
2	7	179638259	N/A
2	7	179638259	N/A
2	7	179638259	N/A
2	65	179638260	N/A
2	65	179638260	benign
2	65	179638260	N/A
2	3	179638266	N/A
2	3	179638266	probably
2	3	179638266	N/A
2	1	179638267	N/A
2	1	179638267	N/A
2	1	179638267	N/A
2	2	179638275	N/A
2	2	179638275	possibly
2	2	179638275	N/A
2	4	179638281	N/A
2	4	179638281	probably
2	4	179638281	N/A
2	1	179638282	N/A
2	1	179638282	N/A
2	1	179638282	N/A
2	2	179638282	N/A
2	2	179638282	probably
2	2	179638282	N/A
2	1	179638286	N/A
2	1	179638286	probably
2	1	179638286	N/A
2	8	179638300	N/A
2	8	179638300	possibly
2	8	179638300	N/A
2	1	179638301	N/A
2	1	179638301	N/A
2	1	179638301	N/A
2	1	179638314	N/A
2	1	179638314	probably
2	1	179638314	N/A
2	2	179638314	N/A
2	2	179638314	probably
2	2	179638314	N/A
2	1	179638324	N/A
2	1	179638324	possibly
2	1	179638324	N/A
2	1	179638328	N/A
2	1	179638328	probably
2	1	179638328	N/A
2	1	179638348	N/A
2	1	179638348	probably
2	1	179638348	N/A
2	1	179638348	N/A
2	1	179638348	probably
2	1	179638348	N/A
2	2	179638357	N/A
2	2	179638357	benign
2	2	179638357	N/A
2	1	179638363	N/A
2	1	179638363	benign
2	1	179638363	N/A
2	2	179638367	N/A
2	2	179638367	N/A
2	2	179638367	N/A
2	1	179638370	N/A
2	1	179638370	N/A
2	1	179638370	N/A
2	7	179638391	N/A
2	7	179638391	N/A
2	7	179638391	N/A
2	1	179638395	N/A
2	1	179638395	probably
2	1	179638395	N/A
2	1	179638397	N/A
2	1	179638397	N/A
2	1	179638397	N/A
2	1	179638400	N/A
2	1	179638400	N/A
2	1	179638400	N/A
2	1	179638408	N/A
2	1	179638408	probably
2	1	179638408	N/A
2	1	179638418	N/A
2	1	179638418	possibly
2	1	179638418	N/A
2	1	179638434	N/A
2	1	179638434	probably
2	1	179638434	N/A
2	1	179638441	N/A
2	1	179638441	benign
2	1	179638441	N/A
2	2	179638444	N/A
2	2	179638444	possibly
2	2	179638444	N/A
2	10	179638445	N/A
2	10	179638445	N/A
2	10	179638445	N/A
2	2	179638567	N/A
2	2	179638567	probably
2	2	179638567	N/A
2	1	179638572	N/A
2	1	179638572	N/A
2	1	179638572	N/A
2	12	179638579	N/A
2	12	179638579	benign
2	12	179638579	N/A
2	1	179638579	N/A
2	1	179638579	possibly
2	1	179638579	N/A
2	1	179638580	N/A
2	1	179638580	probably
2	1	179638580	N/A
2	1	179638586	N/A
2	1	179638586	N/A
2	1	179638586	N/A
2	2	179638588	N/A
2	2	179638588	probably
2	2	179638588	N/A
2	2	179638594	N/A
2	2	179638594	possibly
2	2	179638594	N/A
2	1	179638594	N/A
2	1	179638594	probably
2	1	179638594	N/A
2	1	179638601	N/A
2	1	179638601	probably
2	1	179638601	N/A
2	1	179638606	N/A
2	1	179638606	probably
2	1	179638606	N/A
2	1	179638607	N/A
2	1	179638607	probably
2	1	179638607	N/A
2	1	179638607	N/A
2	1	179638607	probably
2	1	179638607	N/A
2	2	179638617	N/A
2	2	179638617	N/A
2	2	179638617	N/A
2	1	179638617	N/A
2	1	179638617	N/A
2	1	179638617	N/A
2	2	179638644	N/A
2	2	179638644	benign
2	2	179638644	N/A
2	1	179638644	N/A
2	1	179638644	benign
2	1	179638644	N/A
2	1	179638645	N/A
2	1	179638645	benign
2	1	179638645	N/A
2	1	179638648	N/A
2	1	179638648	probably
2	1	179638648	N/A
2	7	179638653	N/A
2	7	179638653	N/A
2	7	179638653	N/A
2	2	179638655	N/A
2	2	179638655	benign
2	2	179638655	N/A
2	1	179638658	N/A
2	1	179638658	probably
2	1	179638658	N/A
2	2	179638666	N/A
2	2	179638666	possibly
2	2	179638666	N/A
2	1	179638669	N/A
2	1	179638669	probably
2	1	179638669	N/A
2	6	179638672	N/A
2	6	179638672	possibly
2	6	179638672	N/A
2	1	179638675	N/A
2	1	179638675	probably
2	1	179638675	N/A
2	1	179638677	N/A
2	1	179638677	probably
2	1	179638677	N/A
2	1	179638681	N/A
2	1	179638681	probably
2	1	179638681	N/A
2	1	179638687	N/A
2	1	179638687	possibly
2	1	179638687	N/A
2	2	179638689	N/A
2	2	179638689	N/A
2	2	179638689	N/A
2	1	179638690	N/A
2	1	179638690	possibly
2	1	179638690	N/A
2	1	179638694	N/A
2	1	179638694	benign
2	1	179638694	N/A
2	1	179638697	N/A
2	1	179638697	probably
2	1	179638697	N/A
2	1	179638699	N/A
2	1	179638699	possibly
2	1	179638699	N/A
2	1	179638700	N/A
2	1	179638700	possibly
2	1	179638700	N/A
2	1	179638702	N/A
2	1	179638702	possibly
2	1	179638702	N/A
2	1	179638715	N/A
2	1	179638715	probably
2	1	179638715	N/A
2	3	179638717	N/A
2	3	179638717	benign
2	3	179638717	N/A
2	1	179638719	N/A
2	1	179638719	N/A
2	1	179638719	N/A
2	7925	179638721	N/A
2	7925	179638721	probably
2	7925	179638721	N/A
2	8	179638722	N/A
2	8	179638722	N/A
2	8	179638722	N/A
2	1	179638726	N/A
2	1	179638726	probably
2	1	179638726	N/A
2	1	179638729	N/A
2	1	179638729	probably
2	1	179638729	N/A
2	4	179638736	N/A
2	4	179638736	benign
2	4	179638736	N/A
2	1	179638737	N/A
2	1	179638737	N/A
2	1	179638737	N/A
2	1	179638737	N/A
2	1	179638737	N/A
2	1	179638737	N/A
2	4	179638738	N/A
2	4	179638738	probably
2	4	179638738	N/A
2	10	179638739	N/A
2	10	179638739	probably
2	10	179638739	N/A
2	1	179638742	N/A
2	1	179638742	probably
2	1	179638742	N/A
2	2	179638748	N/A
2	2	179638748	benign
2	2	179638748	N/A
2	3	179638750	N/A
2	3	179638750	possibly
2	3	179638750	N/A
2	1	179638764	N/A
2	1	179638764	N/A
2	1	179638764	N/A
2	1	179638770	N/A
2	1	179638770	N/A
2	1	179638770	N/A
2	1	179638773	N/A
2	1	179638773	probably
2	1	179638773	N/A
2	2	179638778	N/A
2	2	179638778	probably
2	2	179638778	N/A
2	1	179638786	N/A
2	1	179638786	probably
2	1	179638786	N/A
2	1	179638787	N/A
2	1	179638787	probably
2	1	179638787	N/A
2	1	179638800	N/A
2	1	179638800	probably
2	1	179638800	N/A
2	1	179638813	N/A
2	1	179638813	probably
2	1	179638813	N/A
2	1	179638821	N/A
2	1	179638821	probably
2	1	179638821	N/A
2	112	179638834	N/A
2	112	179638834	probably
2	112	179638834	N/A
2	14	179638835	N/A
2	14	179638835	probably
2	14	179638835	N/A
2	1	179638933	N/A
2	1	179638933	N/A
2	1	179638933	N/A
2	3	179638934	N/A
2	3	179638934	probably
2	3	179638934	N/A
2	1	179638939	N/A
2	1	179638939	probably
2	1	179638939	N/A
2	3	179638965	N/A
2	3	179638965	N/A
2	3	179638965	N/A
2	1	179638967	N/A
2	1	179638967	probably
2	1	179638967	N/A
2	6	179638968	N/A
2	6	179638968	N/A
2	6	179638968	N/A
2	2	179638970	N/A
2	2	179638970	probably
2	2	179638970	N/A
2	2	179638980	N/A
2	2	179638980	N/A
2	2	179638980	N/A
2	2	179638988	N/A
2	2	179638988	benign
2	2	179638988	N/A
2	1	179638994	N/A
2	1	179638994	possibly
2	1	179638994	N/A
2	2	179638996	N/A
2	2	179638996	probably
2	2	179638996	N/A
2	1	179638997	N/A
2	1	179638997	probably
2	1	179638997	N/A
2	1	179639001	N/A
2	1	179639001	N/A
2	1	179639001	N/A
2	1	179639016	N/A
2	1	179639016	N/A
2	1	179639016	N/A
2	2	179639019	N/A
2	2	179639019	N/A
2	2	179639019	N/A
2	1	179639019	N/A
2	1	179639019	N/A
2	1	179639019	N/A
2	12	179639020	N/A
2	12	179639020	probably
2	12	179639020	N/A
2	6	179639032	N/A
2	6	179639032	probably
2	6	179639032	N/A
2	4	179639033	N/A
2	4	179639033	probably
2	4	179639033	N/A
2	6	179639038	N/A
2	6	179639038	probably
2	6	179639038	N/A
2	6	179639041	N/A
2	6	179639041	probably
2	6	179639041	N/A
2	2	179639042	N/A
2	2	179639042	probably
2	2	179639042	N/A
2	1	179639049	N/A
2	1	179639049	N/A
2	1	179639049	N/A
2	1	179639050	N/A
2	1	179639050	probably
2	1	179639050	N/A
2	7	179639064	N/A
2	7	179639064	probably
2	7	179639064	N/A
2	2	179639068	N/A
2	2	179639068	probably
2	2	179639068	N/A
2	1	179639076	N/A
2	1	179639076	N/A
2	1	179639076	N/A
2	1	179639078	N/A
2	1	179639078	possibly
2	1	179639078	N/A
2	5	179639078	N/A
2	5	179639078	probably
2	5	179639078	N/A
2	1	179639084	N/A
2	1	179639084	probably
2	1	179639084	N/A
2	1	179639089	N/A
2	1	179639089	possibly
2	1	179639089	N/A
2	1	179639092	N/A
2	1	179639092	probably
2	1	179639092	N/A
2	1	179639092	N/A
2	1	179639092	possibly
2	1	179639092	N/A
2	1	179639096	N/A
2	1	179639096	probably
2	1	179639096	N/A
2	1	179639118	N/A
2	1	179639118	N/A
2	1	179639118	N/A
2	4	179639121	N/A
2	4	179639121	N/A
2	4	179639121	N/A
2	1	179639121	N/A
2	1	179639121	N/A
2	1	179639121	N/A
2	2	179639125	N/A
2	2	179639125	possibly
2	2	179639125	N/A
2	1	179639127	N/A
2	1	179639127	N/A
2	1	179639127	N/A
2	1	179639133	N/A
2	1	179639133	N/A
2	1	179639133	N/A
2	1	179639135	N/A
2	1	179639135	N/A
2	1	179639135	N/A
2	3	179639140	N/A
2	3	179639140	probably
2	3	179639140	N/A
2	1	179639143	N/A
2	1	179639143	N/A
2	1	179639143	N/A
2	1	179639144	N/A
2	1	179639144	possibly
2	1	179639144	N/A
2	1	179639146	N/A
2	1	179639146	benign
2	1	179639146	N/A
2	1	179639156	N/A
2	1	179639156	probably
2	1	179639156	N/A
2	1	179639159	N/A
2	1	179639159	probably
2	1	179639159	N/A
2	1	179639159	N/A
2	1	179639159	probably
2	1	179639159	N/A
2	2	179639162	N/A
2	2	179639162	probably
2	2	179639162	N/A
2	1	179639163	N/A
2	1	179639163	possibly
2	1	179639163	N/A
2	1	179639171	N/A
2	1	179639171	benign
2	1	179639171	N/A
2	1	179639196	N/A
2	1	179639196	N/A
2	1	179639196	N/A
2	1	179639651	N/A
2	1	179639651	N/A
2	1	179639651	N/A
2	1	179639654	N/A
2	1	179639654	N/A
2	1	179639654	probably
2	1	179639654	N/A
2	1	179639654	N/A
2	1	179639654	N/A
2	1	179639656	N/A
2	1	179639656	benign
2	1	179639656	N/A
2	1	179639657	N/A
2	1	179639657	benign
2	1	179639657	N/A
2	3	179639660	N/A
2	3	179639660	probably
2	3	179639660	N/A
2	1	179639665	N/A
2	1	179639665	probably
2	1	179639665	N/A
2	8	179639668	N/A
2	8	179639668	possibly
2	8	179639668	N/A
2	2	179639671	N/A
2	2	179639671	probably
2	2	179639671	N/A
2	1	179639704	N/A
2	1	179639704	probably
2	1	179639704	N/A
2	329	179639711	N/A
2	329	179639711	probably
2	329	179639711	N/A
2	1	179639718	N/A
2	1	179639718	probably
2	1	179639718	N/A
2	2	179639719	N/A
2	2	179639719	probably
2	2	179639719	N/A
2	3	179639720	N/A
2	3	179639720	probably
2	3	179639720	N/A
2	3	179639724	N/A
2	3	179639724	N/A
2	3	179639724	N/A
2	22	179639725	N/A
2	22	179639725	benign
2	22	179639725	N/A
2	3	179639725	N/A
2	3	179639725	benign
2	3	179639725	N/A
2	1	179639733	N/A
2	1	179639733	N/A
2	1	179639733	N/A
2	1	179639737	N/A
2	1	179639737	probably
2	1	179639737	N/A
2	3	179639738	N/A
2	3	179639738	probably
2	3	179639738	N/A
2	1	179639743	N/A
2	1	179639743	probably
2	1	179639743	N/A
2	2	179639748	N/A
2	2	179639748	N/A
2	2	179639748	N/A
2	1	179639753	N/A
2	1	179639753	probably
2	1	179639753	N/A
2	1	179639755	N/A
2	1	179639755	benign
2	1	179639755	N/A
2	2	179639761	N/A
2	2	179639761	probably
2	2	179639761	N/A
2	1	179639766	N/A
2	1	179639766	N/A
2	1	179639766	N/A
2	10	179639770	N/A
2	10	179639770	possibly
2	10	179639770	N/A
2	1	179639773	N/A
2	1	179639773	possibly
2	1	179639773	N/A
2	1	179639794	N/A
2	1	179639794	benign
2	1	179639794	N/A
2	1	179639799	N/A
2	1	179639799	probably
2	1	179639799	N/A
2	1	179639804	N/A
2	1	179639804	benign
2	1	179639804	N/A
2	1	179639807	N/A
2	1	179639807	probably
2	1	179639807	N/A
2	1	179639830	N/A
2	1	179639830	possibly
2	1	179639830	N/A
2	1	179639831	N/A
2	1	179639831	benign
2	1	179639831	N/A
2	1	179639833	N/A
2	1	179639833	probably
2	1	179639833	N/A
2	1	179639837	N/A
2	1	179639837	probably
2	1	179639837	N/A
2	25	179639854	N/A
2	25	179639854	probably
2	25	179639854	N/A
2	1	179639864	N/A
2	1	179639864	probably
2	1	179639864	N/A
2	2	179639867	N/A
2	2	179639867	possibly
2	2	179639867	N/A
2	2	179639869	N/A
2	2	179639869	possibly
2	2	179639869	N/A
2	2	179639882	N/A
2	2	179639882	N/A
2	2	179639882	N/A
2	1	179639884	N/A
2	1	179639884	N/A
2	1	179639884	N/A
2	1	179639885	N/A
2	1	179639885	probably
2	1	179639885	N/A
2	3	179639921	N/A
2	3	179639921	benign
2	3	179639921	N/A
2	1	179639923	N/A
2	1	179639923	probably
2	1	179639923	N/A
2	2	179639924	N/A
2	2	179639924	probably
2	2	179639924	N/A
2	3	179640087	N/A
2	3	179640087	N/A
2	3	179640087	N/A
2	1	179640089	N/A
2	1	179640089	possibly
2	1	179640089	N/A
2	17	179640101	N/A
2	17	179640101	probably
2	17	179640101	N/A
2	2	179640102	N/A
2	2	179640102	N/A
2	2	179640102	N/A
2	1	179640103	N/A
2	1	179640103	probably
2	1	179640103	N/A
2	1	179640112	N/A
2	1	179640112	probably
2	1	179640112	N/A
2	2	179640113	N/A
2	2	179640113	possibly
2	2	179640113	N/A
2	2	179640114	N/A
2	2	179640114	N/A
2	2	179640114	N/A
2	2	179640125	N/A
2	2	179640125	benign
2	2	179640125	N/A
2	6	179640125	N/A
2	6	179640125	benign
2	6	179640125	N/A
2	1	179640129	N/A
2	1	179640129	benign
2	1	179640129	N/A
2	1	179640134	N/A
2	1	179640134	probably
2	1	179640134	N/A
2	1	179640140	N/A
2	1	179640140	probably
2	1	179640140	N/A
2	1	179640142	N/A
2	1	179640142	probably
2	1	179640142	N/A
2	1	179640152	N/A
2	1	179640152	possibly
2	1	179640152	N/A
2	1	179640153	N/A
2	1	179640153	N/A
2	1	179640153	N/A
2	3	179640159	N/A
2	3	179640159	N/A
2	3	179640159	N/A
2	1	179640161	N/A
2	1	179640161	probably
2	1	179640161	N/A
2	9	179640168	N/A
2	9	179640168	N/A
2	9	179640168	N/A
2	4	179640171	N/A
2	4	179640171	probably
2	4	179640171	N/A
2	1	179640183	N/A
2	1	179640183	probably
2	1	179640183	N/A
2	1	179640185	N/A
2	1	179640185	N/A
2	1	179640185	N/A
2	1	179640186	N/A
2	1	179640186	N/A
2	1	179640186	N/A
2	4	179640203	N/A
2	4	179640203	probably
2	4	179640203	N/A
2	4	179640204	N/A
2	4	179640204	N/A
2	4	179640204	N/A
2	2	179640208	N/A
2	2	179640208	probably
2	2	179640208	N/A
2	1	179640213	N/A
2	1	179640213	N/A
2	1	179640213	N/A
2	2	179640214	N/A
2	2	179640214	probably
2	2	179640214	N/A
2	4	179640223	N/A
2	4	179640223	probably
2	4	179640223	N/A
2	1	179640223	N/A
2	1	179640223	probably
2	1	179640223	N/A
2	4	179640224	N/A
2	4	179640224	probably
2	4	179640224	N/A
2	1	179640227	N/A
2	1	179640227	probably
2	1	179640227	N/A
2	43	179640232	N/A
2	43	179640232	probably
2	43	179640232	N/A
2	11	179640232	N/A
2	11	179640232	probably
2	11	179640232	N/A
2	1	179640232	N/A
2	1	179640232	probably
2	1	179640232	N/A
2	5	179640233	N/A
2	5	179640233	probably
2	5	179640233	N/A
2	180	179640238	N/A
2	180	179640238	probably
2	180	179640238	N/A
2	1	179640250	N/A
2	1	179640250	probably
2	1	179640250	N/A
2	5	179640265	N/A
2	5	179640265	probably
2	5	179640265	N/A
2	1	179640266	N/A
2	1	179640266	probably
2	1	179640266	N/A
2	3	179640269	N/A
2	3	179640269	probably
2	3	179640269	N/A
2	1	179640270	N/A
2	1	179640270	N/A
2	1	179640270	N/A
2	4	179640275	N/A
2	4	179640275	probably
2	4	179640275	N/A
2	1	179640277	N/A
2	1	179640277	probably
2	1	179640277	N/A
2	3	179640287	N/A
2	3	179640287	probably
2	3	179640287	N/A
2	1	179640297	N/A
2	1	179640297	N/A
2	1	179640297	N/A
2	2	179640298	N/A
2	2	179640298	probably
2	2	179640298	N/A
2	1	179640299	N/A
2	1	179640299	probably
2	1	179640299	N/A
2	1	179640299	N/A
2	1	179640299	probably
2	1	179640299	N/A
2	1	179640303	N/A
2	1	179640303	N/A
2	1	179640303	N/A
2	1	179640309	N/A
2	1	179640309	N/A
2	1	179640309	N/A
2	9	179640323	N/A
2	9	179640323	probably
2	9	179640323	N/A
2	1	179640341	N/A
2	1	179640341	probably
2	1	179640341	N/A
2	1	179640343	N/A
2	1	179640343	probably
2	1	179640343	N/A
2	2	179640347	N/A
2	2	179640347	probably
2	2	179640347	N/A
2	2	179640348	N/A
2	2	179640348	N/A
2	2	179640348	N/A
2	1	179640359	N/A
2	1	179640359	probably
2	1	179640359	N/A
2	2	179640370	N/A
2	2	179640370	probably
2	2	179640370	N/A
2	1	179640390	N/A
2	1	179640390	N/A
2	1	179640390	N/A
2	1	179640395	N/A
2	1	179640395	probably
2	1	179640395	N/A
2	2	179640399	N/A
2	2	179640399	benign
2	2	179640399	N/A
2	1	179640410	N/A
2	1	179640410	probably
2	1	179640410	N/A
2	1	179640412	N/A
2	1	179640412	probably
2	1	179640412	N/A
2	1	179640423	N/A
2	1	179640423	probably
2	1	179640423	N/A
2	21	179640428	N/A
2	21	179640428	possibly
2	21	179640428	N/A
2	3	179640429	N/A
2	3	179640429	N/A
2	3	179640429	N/A
2	2	179640446	N/A
2	2	179640446	possibly
2	2	179640446	N/A
2	1	179640450	N/A
2	1	179640450	N/A
2	1	179640450	N/A
2	1	179640463	N/A
2	1	179640463	possibly
2	1	179640463	N/A
2	2	179640470	N/A
2	2	179640470	benign
2	2	179640470	N/A
2	1	179640479	N/A
2	1	179640479	probably
2	1	179640479	N/A
2	1	179640482	N/A
2	1	179640482	probably
2	1	179640482	N/A
2	1	179640493	N/A
2	1	179640493	probably
2	1	179640493	N/A
2	1	179640497	N/A
2	1	179640497	N/A
2	1	179640497	N/A
2	1	179640504	N/A
2	1	179640504	benign
2	1	179640504	N/A
2	1	179640507	N/A
2	1	179640507	possibly
2	1	179640507	N/A
2	2	179640511	N/A
2	2	179640511	probably
2	2	179640511	N/A
2	1	179640516	N/A
2	1	179640516	N/A
2	1	179640516	N/A
2	1	179640516	N/A
2	1	179640516	benign
2	1	179640516	N/A
2	1	179640522	N/A
2	1	179640522	N/A
2	1	179640522	N/A
2	1	179640529	N/A
2	1	179640529	probably
2	1	179640529	N/A
2	2	179640529	N/A
2	2	179640529	probably
2	2	179640529	N/A
2	1	179640536	N/A
2	1	179640536	probably
2	1	179640536	N/A
2	1	179640548	N/A
2	1	179640548	probably
2	1	179640548	N/A
2	92	179640550	N/A
2	92	179640550	probably
2	92	179640550	N/A
2	16	179640551	N/A
2	16	179640551	probably
2	16	179640551	N/A
2	2	179640552	N/A
2	2	179640552	probably
2	2	179640552	N/A
2	1	179640554	N/A
2	1	179640554	probably
2	1	179640554	N/A
2	1	179640562	N/A
2	1	179640562	probably
2	1	179640562	N/A
2	6	179640583	N/A
2	6	179640583	probably
2	6	179640583	N/A
2	2	179640584	N/A
2	2	179640584	probably
2	2	179640584	N/A
2	1	179640596	N/A
2	1	179640596	possibly
2	1	179640596	N/A
2	213	179640598	N/A
2	213	179640598	probably
2	213	179640598	N/A
2	4	179640598	N/A
2	4	179640598	probably
2	4	179640598	N/A
2	1	179640601	N/A
2	1	179640601	probably
2	1	179640601	N/A
2	10	179640609	N/A
2	10	179640609	N/A
2	10	179640609	N/A
2	2	179640610	N/A
2	2	179640610	probably
2	2	179640610	N/A
2	1	179640616	N/A
2	1	179640616	probably
2	1	179640616	N/A
2	1	179640620	N/A
2	1	179640620	benign
2	1	179640620	N/A
2	1	179640631	N/A
2	1	179640631	probably
2	1	179640631	N/A
2	1	179640656	N/A
2	1	179640656	N/A
2	1	179640656	N/A
2	1	179640675	N/A
2	1	179640675	benign
2	1	179640675	N/A
2	1	179640685	N/A
2	1	179640685	possibly
2	1	179640685	N/A
2	8	179640696	N/A
2	8	179640696	N/A
2	8	179640696	N/A
2	5	179640699	N/A
2	5	179640699	N/A
2	5	179640699	N/A
2	1	179640699	N/A
2	1	179640699	N/A
2	1	179640699	N/A
2	1	179640707	N/A
2	1	179640707	benign
2	1	179640707	N/A
2	134	179640716	N/A
2	134	179640716	probably
2	134	179640716	N/A
2	2	179640727	N/A
2	2	179640727	probably
2	2	179640727	N/A
2	4	179640736	N/A
2	4	179640736	possibly
2	4	179640736	N/A
2	1	179640738	N/A
2	1	179640738	N/A
2	1	179640738	N/A
2	3	179640740	N/A
2	3	179640740	benign
2	3	179640740	N/A
2	1	179640747	N/A
2	1	179640747	N/A
2	1	179640747	N/A
2	1	179640753	N/A
2	1	179640753	N/A
2	1	179640753	N/A
2	1	179640754	N/A
2	1	179640754	benign
2	1	179640754	N/A
2	125	179640768	N/A
2	125	179640768	N/A
2	125	179640768	N/A
2	1	179640775	N/A
2	1	179640775	probably
2	1	179640775	N/A
2	5	179640778	N/A
2	5	179640778	probably
2	5	179640778	N/A
2	1	179640781	N/A
2	1	179640781	possibly
2	1	179640781	N/A
2	1	179640794	N/A
2	1	179640794	probably
2	1	179640794	N/A
2	1	179640799	N/A
2	1	179640799	possibly
2	1	179640799	N/A
2	1	179640806	N/A
2	1	179640806	probably
2	1	179640806	N/A
2	1	179640819	N/A
2	1	179640819	N/A
2	1	179640819	N/A
2	1	179640833	N/A
2	1	179640833	benign
2	1	179640833	N/A
2	1	179640848	N/A
2	1	179640848	probably
2	1	179640848	N/A
2	6	179640849	N/A
2	6	179640849	N/A
2	6	179640849	N/A
